Περιοχή,ΤΚ,"Νέες συνδέσεις","Μήνας σύνδεσης"
ΚΑΜΑΤΕΡΟ,13451,5,10/2024
ΚΑΜΙΝΙΑ,18541,3,10/2024
ΚΑΝΤΗΛΙ,19100,1,10/2024
ΚΑΡΑΒΑΣ,18543,2,10/2024
ΚΑΡΒΕΛΑΣ,16674,6,10/2024
"ΚΑΤΩ ΚΗΦΙΣΙΑ",14564,1,10/2024
"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ",11853,6,10/2024
"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ",11854,7,10/2024
"ΚΑΤΩ ΧΑΛΑΝΔΡΙ",15231,5,10/2024
ΚΑΦΕΠΩΛΕΣ,16561,1,10/2024
ΚΕΝΤΡΟ,10551,1,10/2024
ΚΕΝΤΡΟ,10552,1,10/2024
ΚΕΝΤΡΟ,10560,3,10/2024
ΚΕΝΤΡΟ,10562,2,10/2024
ΚΕΝΤΡΟ,10672,1,10/2024
ΚΕΦΑΛΑΡΙ,14562,1,10/2024
ΚΕΦΑΛΛΗΝΙΑΣ,11257,12,10/2024
ΚΗΠΟΥΠΟΛΗ,13231,1,10/2024
ΚΗΦΙΣΙΑ,14561,1,10/2024
"ΚΟΚ. ΜΥΛΟΣ",14342,2,10/2024
ΚΟΛΩΝΑΚΙ,10671,1,10/2024
ΚΟΛΩΝΑΚΙ,10672,1,10/2024
ΚΟΛΩΝΟΣ,10444,6,10/2024
ΚΟΝΤΟΠΕΥΚΟ,15343,1,10/2024
ΚΟΡΥΔΑΛΛΟΣ,18120,2,10/2024
ΚΟΡΥΔΑΛΛΟΣ,18121,2,10/2024
ΚΡΗΝΗ,18453,3,10/2024
ΚΥΝΟΣΑΡΓΟΥΣ,11743,1,10/2024
ΚΥΨΕΛΗ,11361,3,10/2024
ΛΑΘΕΑ,13678,3,10/2024
"ΛΑΚΚΑ ΒΑΒΟΥΛΑ",18532,3,10/2024
"ΛΑΚΚΑ ΒΑΒΟΥΛΑ",18533,1,10/2024
ΛΙΒΑΔΙ-ΜΥΛΟΙ,18900,1,10/2024
ΛΙΟΥΜΗ,12243,8,10/2024
ΛΙΠΑΣΜΑΤΑ,18648,1,10/2024
ΛΥΚΟΒΡΥΣΗ,14123,2,10/2024
ΛΥΚΟΤΡΥΠΑ,13671,1,10/2024
ΜΑΓΟΥΛΑ,19018,1,10/2024
"ΜΑΝΔΡΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ",19600,1,10/2024
ΜΑΝΙΑΤΙΚΑ,18544,4,10/2024
ΜΑΝΙΑΤΙΚΑ,18546,6,10/2024
ΜΑΡΟΥΣΙ,15122,5,10/2024
ΜΑΡΟΥΣΙ,15126,1,10/2024
"ΜΕΓ. ΣΧΙΝΑ",13674,2,10/2024
"ΜΕΓ. ΣΧΙΝΑ",13679,1,10/2024
"ΜΕΓΑΡΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ",19100,8,10/2024
ΜΕΛΙΣΣΙΑ,15127,4,10/2024
ΜΕΤΑΜΟΡΦΩΣΗ,14452,1,10/2024
ΜΕΤΑΜΟΡΦΩΣΗ,16233,1,10/2024
ΜΕΤΑΜΟΡΦΩΣΗ,18344,1,10/2024
ΜΕΤΑΜΟΡΦΩΣΗ,18345,5,10/2024
ΜΕΤΑΞΟΥΡΓΕΙΟ,10435,1,10/2024
ΜΙΧΕΛΗ,13123,6,10/2024
ΜΟΥΣΕΙΟ,10682,3,10/2024
ΜΠΟΣΚΙΖΑ,13679,6,10/2024
ΜΠΟΥΡΝΑΖΙ,12133,7,10/2024
ΜΥΚΟΝΙΑΤΙΚΑ,13561,1,10/2024
"Ν. ΚΟΛΟΚΥΝΘΟΥ",12132,4,10/2024
"Ν. ΟΛΥΜΠΙΑ",13451,1,10/2024
"ΝΕΑ ΙΩΝΙΑ",14231,8,10/2024
"ΝΕΑ ΙΩΝΙΑ",14234,1,10/2024
"ΝΕΑ ΚΗΦΙΣΙΑ",14561,1,10/2024
"ΝΕΑ ΚΗΦΙΣΙΑ",14564,3,10/2024
"ΝΕΑ ΚΥΨΕΛΗ",11363,2,10/2024
"ΝΕΑ ΜΑΔΥΤΟΣ",14342,1,10/2024
"ΝΕΑ ΠΕΝΤΕΛΗ",15236,3,10/2024
"ΝΕΑ ΠΕΝΤΕΛΗ",15239,1,10/2024
"ΝΕΑ ΠΕΡΑΜΟΣ",19006,1,10/2024
"ΝΕΑ ΣΜΥΡΝΗ",17121,1,10/2024
"ΝΕΑ ΣΜΥΡΝΗ",17122,10,10/2024
"ΝΕΑ ΣΜΥΡΝΗ",17124,1,10/2024
ΝΕΑΠΟΛΗ,11473,1,10/2024
ΝΕΑΠΟΛΗ,13672,3,10/2024
ΝΕΑΠΟΛΗ,13674,2,10/2024
ΝΕΑΠΟΛΗ,13675,2,10/2024
ΝΕΑΠΟΛΗ,18451,1,10/2024
ΝΕΑΠΟΛΗ,18452,4,10/2024
"ΝΕΟ ΦΑΛΗΡΟ",18547,6,10/2024
"ΝΕΟ ΨΥΧΙΚΟ",15451,1,10/2024
ΝΕΟΚΤΙΣΤΑ,18863,1,10/2024
"ΝΕΟΣ ΚΟΣΜΟΣ",11744,2,10/2024
"ΝΕΟΣ ΚΟΣΜΟΣ",11745,1,10/2024
ΝΙΚΑΙΑ,18452,1,10/2024
ΝΙΚΑΙΑ,18453,2,10/2024
ΝΤΑΜΑΡΑΚΙΑ,12244,6,10/2024
ΞΕΝΟ,18900,1,10/2024
"ΟΣΙΑ ΞΕΝΗ",18450,1,10/2024
"Π. ΚΟΚΚΙΝΙΑ",18542,1,10/2024
ΠΑΓΚΡΑΤΙ,11634,1,10/2024
ΠΑΓΚΡΑΤΙ,11635,1,10/2024
"ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ",11635,1,10/2024
"ΠΑΙΔΙΚΗ ΣΤΕΓΗ",18454,1,10/2024
"ΠΑΛ. ΜΕΝΙΔΙ",13672,1,10/2024
"ΠΑΛ. ΜΕΝΙΔΙ",13673,2,10/2024
"ΠΑΛ. ΜΕΝΙΔΙ",13674,5,10/2024
"ΠΑΛΑΙΟ ΦΑΛΗΡΟ",17563,1,10/2024
ΠΑΛΑΤΙΑΝΗ,13121,9,10/2024
ΠΑΛΙΑΓΙΑΝΝΗ,14562,2,10/2024
ΠΑΛΛΗΝΗ,15351,12,10/2024
ΠΑΛΟΥΚΙΑ,18901,2,10/2024
ΠΑΝΟΡΑΜΑ,16673,2,10/2024
ΠΑΝΤΕΙΟΣ,17671,2,10/2024
ΠΑΠΑΓΟΣ,15669,3,10/2024
ΠΑΠΑΣΤΡΑΤΟΥ,18546,1,10/2024
ΠΑΡΑΔΕΙΣΟΣ,15125,1,10/2024
ΠΑΣΑΛΙΜΑΝΙ,18534,1,10/2024
ΠΑΤΗΜΑ,15238,9,10/2024
ΠΕΙΡΑΙΑΣ,18546,2,10/2024
ΠΕΝΤΕΛΗ,15236,2,10/2024
ΠΕΡΙΒΟΛΑΚΙ,18450,2,10/2024
ΠΕΡΙΣΣΟΣ,14232,2,10/2024
ΠΕΡΙΣΤΕΡΙ,12131,19,10/2024
ΠΕΡΙΣΤΕΡΙ,12132,8,10/2024
ΠΕΡΙΣΤΕΡΙ,12134,1,10/2024
ΠΕΡΙΣΤΕΡΙ,12136,8,10/2024
ΠΕΡΙΣΤΕΡΙ,12137,2,10/2024
ΠΕΤΡΟΥΠΟΛΗ,13231,11,10/2024
ΠΕΤΡΟΥΠΟΛΗ,13232,7,10/2024
ΠΕΥΚΑΚΙΑ,15343,8,10/2024
ΠΕΥΚΗ,15121,23,10/2024
ΠΛΑΚΑ,10559,1,10/2024
ΠΛΑΚΑ,10563,1,10/2024
"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ",10440,1,10/2024
"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ",10446,1,10/2024
"ΠΛΑΤΕΙΑ ΒΑΘΗΣ",10433,2,10/2024
"ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ",18120,1,10/2024
"ΠΛΑΤΕΙΑ ΚΑΝΙΓΓΟΣ",10677,1,10/2024
ΠΟΛΙΤΕΙΑ,14563,1,10/2024
ΠΟΛΥΔΡΟΣΟ,15233,3,10/2024
ΠΥΡΓΟΥΘΙ,13672,1,10/2024
ΡΑΔΙΟΦΩΝΙΑ,13122,3,10/2024
ΡΙΖΟΥΠΟΛΗ,11142,1,10/2024
ΣΑΡΩΝΙΚΟΣ,17341,2,10/2024
ΣΑΦΡΑΜΠΟΛΙΣ,14233,2,10/2024
ΣΕΛΗΝΙΑ,18902,2,10/2024
ΣΟΥΡΜΕΝΑ,16777,4,10/2024
ΣΤΑΘΜΟΣ,18345,2,10/2024
"ΣΥΝ ΚΑΡΠΑΘΙΩΝ",15126,1,10/2024
"ΣΥΝ. ΤΥΠΟΓΡΑΦΩΝ",16341,1,10/2024
ΣΧΙΣΤΟ,18122,6,10/2024
ΣΩΡΟΥ,15126,1,10/2024
ΤΑΜΠΟΥΡΙΑ,18546,3,10/2024
ΤΑΞΙΑΡΧΕΣ,18121,4,10/2024
ΤΑΥΡΟΣ,17778,2,10/2024
ΤΕΡΨΙΘΕΑ,16561,10,10/2024
ΤΕΡΨΙΘΕΑ,16562,7,10/2024
ΤΕΡΨΙΘΕΑ,18535,2,10/2024
ΤΖΙΤΖΙΦΙΕΣ,17673,3,10/2024
ΤΖΙΤΖΙΦΙΕΣ,17674,1,10/2024
ΤΟΥΡΚΟΛΙΜΑΝΟ,18533,1,10/2024
ΤΡΑΥΜΑΤΙΩΝ,17456,5,10/2024
ΤΣΑΜΗ,18900,1,10/2024
ΦΙΛΟΘΕΗ,15123,3,10/2024
ΦΡΕΑΤΤΥΔΑ,18536,2,10/2024
ΦΡΕΑΤΤΥΔΑ,18537,1,10/2024
ΧΑΙΔΑΡΙ,12461,17,10/2024
ΧΑΛΑΝΔΡΙ,15231,5,10/2024
ΧΑΛΑΝΔΡΙ,15232,2,10/2024
ΧΑΛΑΝΔΡΙ,15233,8,10/2024
ΧΑΛΑΝΔΡΙ,15234,5,10/2024
ΧΑΡΑΥΓΗ,13673,1,10/2024
ΧΑΡΑΥΓΗ,17237,1,10/2024
ΧΑΡΟΚΟΠΟΥ,17676,7,10/2024
ΧΑΣΑΝΙ,16452,4,10/2024
ΧΑΣΑΝΙ,16777,1,10/2024
ΧΑΤΖΗΚΥΡΙΑΚΕΙΟ,18539,1,10/2024
ΧΕΡΩΜΑ,16672,1,10/2024
ΧΟΛΑΡΓΟΣ,15561,1,10/2024
ΧΟΛΑΡΓΟΣ,15562,2,10/2024
ΨΑΛΙΔΙ,15122,1,10/2024
ΨΥΡΡΗ,10554,2,10/2024
"ΑΓ. ΑΘΑΝΑΣΙΟΣ",13672,1,11/2023
"ΑΓ. ΑΝΑΡΓΥΡΟΙ",13561,2,11/2023
"ΑΓ. ΑΝΑΡΓΥΡΟΙ",13562,2,11/2023
"ΑΓ. ΑΝΔΡΕΑΣ",18900,1,11/2023
"ΑΓ. ΑΝΝΑ",13671,1,11/2023
"ΑΓ. ΑΝΤΩΝΙΟΣ",18758,2,11/2023
"ΑΓ. ΒΑΡΒΑΡΑ",17235,1,11/2023
"ΑΓ. ΒΑΡΒΑΡΑ",17563,2,11/2023
"ΑΓ. ΓΕΩΡΓΙΟΣ",18756,1,11/2023
"ΑΓ. ΓΕΩΡΓΙΟΣ ΣΤΕΝΟΥ",18900,1,11/2023
"ΑΓ. ΓΡΗΓΟΡΟΥΣΑ",12461,1,11/2023
"ΑΓ. ΔΗΜΗΤΡΙΟΣ",17341,1,11/2023
"ΑΓ. ΔΗΜΗΤΡΙΟΣ",17342,2,11/2023
"ΑΓ. ΔΗΜΗΤΡΙΟΣ",17343,4,11/2023
"ΑΓ. ΖΩΝΗ",11364,3,11/2023
"ΑΓ. ΘΩΜΑΣ",15124,2,11/2023
"ΑΓ. Ι. ΡΕΝΤΗΣ",18233,1,11/2023
"ΑΓ. ΙΕΡΟΘΕΟΣ",12137,1,11/2023
"ΑΓ. ΙΩΑΝΝΗΣ",17235,2,11/2023
"ΑΓ. ΙΩΑΝΝΗΣ ΡΩΣΟΣ",13675,1,11/2023
"ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ",16346,1,11/2023
"ΑΓ. ΜΑΡΙΝΑ",16344,2,11/2023
"ΑΓ. ΜΑΡΙΝΑ",16345,2,11/2023
"ΑΓ. ΜΗΝΑΣ",18758,1,11/2023
"ΑΓ. ΝΕΙΛΟΣ",18538,1,11/2023
"ΑΓ. ΝΙΚΟΛΑΟΣ",10445,1,11/2023
"ΑΓ. ΝΙΚΟΛΑΟΣ",13451,2,11/2023
"ΑΓ. ΝΙΚΟΛΑΟΣ",16674,1,11/2023
"ΑΓ. ΝΙΚΟΛΑΟΣ",18450,2,11/2023
"ΑΓ. ΠΑΝΤΕΛΕΗΜΟΝΑΣ",18756,1,11/2023
"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ",10446,1,11/2023
"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ",17456,1,11/2023
"ΑΓ. ΠΑΡΑΣΚΕΥΗ",13679,2,11/2023
"ΑΓ. ΠΑΡΑΣΚΕΥΗ",15343,5,11/2023
"ΑΓ. ΠΕΤΡΟΣ",13675,2,11/2023
"ΑΓ. ΣΟΦΙΑ",18543,3,11/2023
"ΑΓ. ΣΟΦΙΑ",18544,2,11/2023
"ΑΓ. ΣΠΥΡΙΔΩΝ",12242,1,11/2023
"ΑΓ. ΣΤΕΦΑΝΟΣ",14565,1,11/2023
ΑΔΑΜΕΣ,14564,2,11/2023
ΑΙΑΝΤΕΙΟ,18903,1,11/2023
"ΑΙΑΝΤΕΙΟ ΖΑΡΜΠΑΛΑ",18903,2,11/2023
"ΑΙΑΝΤΕΙΟ ΚΑΚΗ ΒΙΓΛΑ",18903,1,11/2023
"ΑΚΑΔ. ΠΛΑΤΩΝΟΣ",10441,5,11/2023
ΑΛΙΜΟΣ,17455,8,11/2023
ΑΜΠΕΛΑΚΙΑ,17455,2,11/2023
ΑΜΠΕΛΟΚΗΠΟΙ,11523,1,11/2023
ΑΜΠΕΛΟΚΗΠΟΙ,11527,6,11/2023
ΑΜΦΙΑΛΗ,18757,2,11/2023
ΑΝΑΛΗΨΗ,18452,2,11/2023
ΑΝΘΟΥΠΟΛΗ,12135,4,11/2023
"ΑΝΩ ΚΥΨΕΛΗ",11363,1,11/2023
"ΑΝΩ ΚΥΨΕΛΗ",11364,1,11/2023
"ΑΝΩ ΛΙΟΥΜΗ",12243,3,11/2023
"ΑΝΩ ΠΕΤΡΑΛΩΝΑ",11851,2,11/2023
"ΑΝΩ ΠΕΤΡΑΛΩΝΑ",11852,1,11/2023
"ΑΡ. ΕΛ. ΒΕΝΙΖΕΛΟΥ",12351,1,11/2023
"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ",12241,3,11/2023
ΑΡΓΥΡΟΥΠΟΛΗ,16451,8,11/2023
ΑΡΓΥΡΟΥΠΟΛΗ,16452,8,11/2023
ΑΡΜΕΝΙΚΑ,18450,1,11/2023
ΑΡΜΕΝΙΚΑ,18454,1,11/2023
"ΑΣΠΡΑ ΧΩΜΑΤΑ",12136,1,11/2023
"ΑΣΠΡΑ ΧΩΜΑΤΑ",12137,1,11/2023
ΑΣΠΡΟΠΥΡΓΟΣ,19300,4,11/2023
ΑΣΥΡΜΑΤΟΣ,17341,10,11/2023
ΑΥΤΟΚΙΝΗΤΙΣΤΩΝ,16673,4,11/2023
ΒΑΡΚΙΖΑ,16672,1,11/2023
ΒΑΡΥΜΠΟΜΠΗ,13677,4,11/2023
ΒΙΑΜΑΞ,12242,2,11/2023
ΒΟΥΛΑ,16673,5,11/2023
ΒΟΥΛΙΑΓΜΕΝΗ,16671,2,11/2023
ΒΡΟΝΤΟΥ,18900,2,11/2023
ΒΥΡΩΝΑΣ,16232,4,11/2023
"Γ ΝΕΚΡΟΤΑΦΕΙΟ",18454,1,11/2023
ΓΑΛΑΤΣΙ,11146,12,11/2023
ΓΑΛΑΤΣΙ,11147,2,11/2023
"ΓΕΡΜΑΝΙΚΟΣ ΔΡΟΜΟΣ ΒΟΡΕΙΟ",19100,1,11/2023
ΓΕΦΥΡΑ,18450,14,11/2023
"ΓΗΠΕΔΟ-ΝΕΟ ΜΕΛΙ",19100,1,11/2023
"ΓΛΥΚΑ ΝΕΡΑ",15354,2,11/2023
ΓΛΥΦΑΔΑ,16561,8,11/2023
ΓΛΥΦΑΔΑ,16674,9,11/2023
ΓΛΥΦΑΔΑ,16675,6,11/2023
ΔΑΣΟΣ,12462,12,11/2023
ΔΑΦΝΗ,17234,3,11/2023
ΔΑΦΝΗ,17235,1,11/2023
ΔΑΦΝΗ,17237,4,11/2023
"ΔΕΞ. ΕΛ. ΒΕΝΙΖΕΛΟΥ",12351,5,11/2023
"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ",12242,4,11/2023
"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ",12243,1,11/2023
ΔΙΚΗΓΟΡΙΚΑ,16673,1,11/2023
ΔΡΑΠΕΤΣΩΝΑ,18648,1,11/2023
"ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ",17342,6,11/2023
ΕΚΤΕΛΩΝΙΣΤΩΝ,17456,1,11/2023
ΕΛΕΥΣΙΝΑ,19200,3,11/2023
ΕΛΛΗΝΙΚΟ,16777,6,11/2023
ΕΛΛΗΝΟΡΩΣΩΝ,11525,1,11/2023
ΕΞΑΡΧΕΙΑ,10678,1,11/2023
ΕΞΑΡΧΕΙΑ,10681,2,11/2023
"ΕΡΥΘΡΟΣ ΣΤΑΥΡΟΣ",11526,1,11/2023
ΕΥΓΕΝΕΙΑ,18755,4,11/2023
ΖΕΦΥΡΙ,13461,2,11/2023
ΖΩΓΡΑΦΟΥ,15772,1,11/2023
ΖΩΓΡΑΦΟΥ,15773,2,11/2023
"ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ",16121,1,11/2023
"ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ",16233,2,11/2023
ΗΛΙΟΥΠΟΛΗ,16341,1,11/2023
ΗΛΙΟΥΠΟΛΗ,16342,3,11/2023
ΗΛΙΟΥΠΟΛΗ,16343,1,11/2023
ΗΛΙΟΥΠΟΛΗ,16345,7,11/2023
ΗΛΙΟΥΠΟΛΗ,16346,2,11/2023
ΗΡΑΚΛΕΙΟ,14121,6,11/2023
ΗΡΑΚΛΕΙΟ,14122,5,11/2023
ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ,13676,3,11/2023
ΙΛΙΟΝ,13121,3,11/2023
ΙΛΙΟΝ,13122,12,11/2023
ΙΛΙΟΝ,13123,1,11/2023
ΚΑΛΑΜΑΚΙ,17455,2,11/2023
ΚΑΛΑΜΑΚΙ,18531,1,11/2023
ΚΑΛΛΙΘΕΑ,17671,5,11/2023
ΚΑΛΛΙΘΕΑ,17672,1,11/2023
ΚΑΛΛΙΘΕΑ,17673,6,11/2023
ΚΑΛΛΙΘΕΑ,17675,1,11/2023
ΚΑΛΛΙΘΕΑ,17676,2,11/2023
ΚΑΛΛΙΠΟΛΗ,18539,3,11/2023
ΚΑΛΟΓΡΕΖΑ,14235,1,11/2023
ΚΑΛΥΜΝΙΩΝ,16673,3,11/2023
ΚΑΜΕΝΑ,18452,1,11/2023
ΚΑΜΙΝΙΑ,18541,8,11/2023
ΚΑΝΤΖΑ,15351,1,11/2023
ΚΑΡΒΕΛΑΣ,16674,8,11/2023
"ΚΑΤΩ ΚΗΦΙΣΙΑ",14561,1,11/2023
"ΚΑΤΩ ΠΑΤΗΣΙΑ",10445,1,11/2023
"ΚΑΤΩ ΠΑΤΗΣΙΑ",11144,1,11/2023
"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ",11853,1,11/2023
ΚΕΝΤΡΟ,10437,1,11/2023
ΚΕΝΤΡΟ,10560,13,11/2023
ΚΕΝΤΡΟ,10677,1,11/2023
ΚΕΡΑΤΣΙΝΙ,18756,2,11/2023
ΚΕΦΑΛΑΡΙ,14562,1,11/2023
ΚΗΦΙΣΙΑ,14562,1,11/2023
ΚΗΦΙΣΙΑ,14563,1,11/2023
ΚΟΚΚΙΝΟΒΡΑΧΟΣ,18757,3,11/2023
ΚΟΛΙΑΤΣΟΥ,11253,1,11/2023
ΚΟΛΩΝΑΚΙ,10671,1,11/2023
ΚΟΛΩΝΑΚΙ,10672,1,11/2023
ΚΟΛΩΝΑΚΙ,10676,1,11/2023
ΚΟΛΩΝΕΣ,18903,1,11/2023
ΚΟΛΩΝΟΣ,10444,2,11/2023
ΚΟΝΤΟΠΕΥΚΟ,15343,11,11/2023
ΚΟΡΥΔΑΛΛΟΣ,18121,1,11/2023
ΚΟΡΥΔΑΛΛΟΣ,18122,2,11/2023
ΚΟΥΚΑΚΙ,11741,1,11/2023
ΚΟΥΚΑΚΙ,11742,1,11/2023
ΚΥΝΟΣΑΡΓΟΥΣ,11743,2,11/2023
ΚΥΠΡΙΑΔΟΥ,11141,1,11/2023
ΚΥΡΙΖΑ,18903,1,11/2023
ΚΥΨΕΛΗ,11251,1,11/2023
ΚΥΨΕΛΗ,11361,3,11/2023
ΚΥΨΕΛΗ,11362,2,11/2023
"ΚΥΨΕΛΗ Ν. ΚΩΝ/ΠΟΛΗ",11363,1,11/2023
ΛΑΘΕΑ,13678,3,11/2023
"ΛΑΚΚΑ ΒΑΒΟΥΛΑ",18532,1,11/2023
ΛΙΒΑΔΙ-ΜΥΛΟΙ,18900,1,11/2023
ΛΙΟΥΜΗ,12243,6,11/2023
"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ",17671,4,11/2023
ΛΥΚΟΒΡΥΣΗ,14123,7,11/2023
ΛΥΚΟΤΡΥΠΑ,13671,7,11/2023
ΜΑΓΟΥΛΑ,19018,5,11/2023
ΜΑΚΡΥΓΙΑΝΝΗ,11745,1,11/2023
ΜΑΡΟΥΣΙ,15122,4,11/2023
ΜΑΡΟΥΣΙ,15124,4,11/2023
ΜΑΡΟΥΣΙ,15126,2,11/2023
"ΜΕΓ. ΣΧΙΝΑ",13677,3,11/2023
"ΜΕΓ. ΣΧΙΝΑ",13679,1,11/2023
"ΜΕΓΑΡΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ",19100,1,11/2023
ΜΕΛΙΣΣΙΑ,15127,4,11/2023
ΜΕΤΑΜΟΡΦΩΣΗ,14451,4,11/2023
ΜΕΤΑΜΟΡΦΩΣΗ,14452,3,11/2023
ΜΕΤΑΜΟΡΦΩΣΗ,16232,6,11/2023
ΜΕΤΑΜΟΡΦΩΣΗ,18344,5,11/2023
ΜΕΤΑΜΟΡΦΩΣΗ,18345,1,11/2023
ΜΕΤΑΞΟΥΡΓΕΙΟ,10435,3,11/2023
ΜΕΤΣ,11636,2,11/2023
ΜΙΧΕΛΗ,13123,1,11/2023
"Ν. ΚΟΛΟΚΥΝΘΟΥ",12132,2,11/2023
"ΝΕΑ ΖΩΗ",19300,2,11/2023
"ΝΕΑ ΙΩΝΙΑ",14231,3,11/2023
"ΝΕΑ ΚΗΦΙΣΙΑ",14564,4,11/2023
"ΝΕΑ ΚΥΨΕΛΗ",11363,2,11/2023
"ΝΕΑ ΛΕΣΒΟΣ",15126,4,11/2023
"ΝΕΑ ΜΑΔΥΤΟΣ",14342,3,11/2023
"ΝΕΑ ΠΕΝΤΕΛΗ",15236,2,11/2023
"ΝΕΑ ΠΕΡΑΜΟΣ",19006,1,11/2023
"ΝΕΑ ΣΜΥΡΝΗ",17122,1,11/2023
"ΝΕΑ ΣΜΥΡΝΗ",17123,6,11/2023
"ΝΕΑ ΣΜΥΡΝΗ",17124,2,11/2023
ΝΕΑΠΟΛΗ,13674,1,11/2023
ΝΕΑΠΟΛΗ,13675,1,11/2023
ΝΕΑΠΟΛΗ,14233,2,11/2023
ΝΕΑΠΟΛΗ,18452,4,11/2023
"ΝΕΟ ΨΥΧΙΚΟ",15451,2,11/2023
"ΝΕΟΣ ΚΟΣΜΟΣ",11744,17,11/2023
ΝΙΚΑΙΑ,18453,5,11/2023
ΝΤΑΜΑΡΑΚΙΑ,12244,2,11/2023
"Π. ΚΟΚΚΙΝΙΑ",18454,1,11/2023
ΠΑΓΚΡΑΤΙ,11633,7,11/2023
"ΠΑΛ. ΜΕΝΙΔΙ",13673,4,11/2023
"ΠΑΛ. ΜΕΝΙΔΙ",13674,7,11/2023
ΠΑΛΑΤΙΑΝΗ,13121,4,11/2023
ΠΑΛΙΑΓΙΑΝΝΗ,14562,1,11/2023
ΠΑΛΛΗΝΗ,15351,3,11/2023
ΠΑΛΟΥΚΙΑ,18901,1,11/2023
ΠΑΝΟΡΑΜΑ,16673,1,11/2023
ΠΑΠΑΓΟΣ,15669,5,11/2023
ΠΑΠΑΔΟΠΟΥΛΟΥ,18863,3,11/2023
ΠΑΡΑΔΕΙΣΟΣ,15343,10,11/2023
ΠΑΡΑΛΙΑ,18344,2,11/2023
ΠΑΣΑΛΙΜΑΝΙ,18534,1,11/2023
ΠΑΤΗΜΑ,15238,6,11/2023
ΠΕΡΑΜΑ,18863,1,11/2023
ΠΕΡΙΣΣΟΣ,14232,2,11/2023
ΠΕΡΙΣΤΕΡΙ,12131,2,11/2023
ΠΕΡΙΣΤΕΡΙ,12132,14,11/2023
ΠΕΡΙΣΤΕΡΙ,12134,1,11/2023
ΠΕΡΙΣΤΕΡΙ,12136,8,11/2023
ΠΕΡΙΣΤΕΡΙ,12137,1,11/2023
ΠΕΤΡΟΥΠΟΛΗ,13231,8,11/2023
ΠΕΤΡΟΥΠΟΛΗ,13232,2,11/2023
ΠΕΥΚΑΚΙΑ,15343,1,11/2023
ΠΕΥΚΗ,15121,16,11/2023
ΠΗΓΑΔΑΚΙΑ,16673,1,11/2023
"ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ",11257,1,11/2023
"ΠΛΑΤΕΙΑ ΚΟΛΙΑΤΣΟΥ",11255,3,11/2023
ΠΛΑΤΩΝΑΣ,13675,1,11/2023
ΠΟΛΥΔΡΟΣΟ,15125,1,11/2023
ΠΟΛΥΔΡΟΣΟ,15233,13,11/2023
"ΠΡΟΦ. ΔΑΝΙΗΛ",10447,2,11/2023
"ΠΡΟΦ. ΗΛΙΑΣ",18863,2,11/2023
"ΠΥΡΓΟΣ ΒΑΣΙΛΙΣΣΗΣ",13562,1,11/2023
ΡΑΔΙΟΦΩΝΙΑ,13122,1,11/2023
ΡΑΔΙΟΦΩΝΙΑ,13451,1,11/2023
ΣΕΛΗΝΙΑ,18902,1,11/2023
ΣΟΥΛΙ,17342,1,11/2023
ΣΟΥΡΜΕΝΑ,16777,1,11/2023
ΣΤΑΘΜΟΣ,18346,1,11/2023
"ΣΥΝ. ΤΥΠΟΓΡΑΦΩΝ",16346,1,11/2023
ΣΧΙΣΤΟ,18122,1,11/2023
ΣΩΡΟΥ,15125,1,11/2023
ΤΑΥΡΟΣ,17778,1,11/2023
ΤΕΡΨΙΘΕΑ,16561,5,11/2023
ΤΕΡΨΙΘΕΑ,16562,1,11/2023
ΤΖΙΤΖΙΦΙΕΣ,17674,5,11/2023
ΤΡΑΥΜΑΤΙΩΝ,17456,6,11/2023
ΤΣΑΜΗ,18900,4,11/2023
ΦΙΛΟΘΕΗ,15237,1,11/2023
ΧΑΙΔΑΡΙ,12461,14,11/2023
ΧΑΛΑΝΔΡΙ,15232,3,11/2023
ΧΑΛΑΝΔΡΙ,15233,1,11/2023
ΧΑΛΑΝΔΡΙ,15234,9,11/2023
ΧΑΛΚΗΔΟΝΑ,18450,1,11/2023
